decade,year,number,author,title,generic subtitle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,
1610s,1617,5,Boitel,"Histoire tragique de Circé, ou suite de la defaict...",0,Gallica,continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1617,6,Boitel,"Le tableau des merveilles du monde…contenant les stratagèmes et rares leçons des Hommes Illustres, et autres personnnes signalées de l'Univers",0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1617,7,Cury,Les travaux d'Aristée et d'Amarile dans Salamine,0,BNF Arsenal,0,22,rw,his,vague,keyed nobodies,keyed,pref,3,,0,,,,,,,,0,,,,,,,,,
1610s,1617,8,La Faye,Les amours et les combats de Polynice,0,BNF Arsenal,0,80,rw,con,,nobodies,ind,,3,,0,,,,,,,,livres,4,,,,,,,,
1610s,1617,9,Mathieu,Aelius Sejanus,histoire romaine,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1617,10,Mathieu," Histoire des prospérités malheureuses d'une femme cathenoise, grande sénéschalle de Naples ",0,Googlebooks,0,16,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,
1610s,1617,11,Orthunez,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1617,12,Rosset,Histoire des Amants volages de ce temps,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1617,12,Rosset,Histoire des Amants volages de ce temps,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1618,1,Bareau,Les amours de la Magdeleine. Où l'amour divin triomphe de celui du monde,0,BNF Arsenal,0,29,rw,his,biblical,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,
1610s,1618,2,Boitet de Frauville,"Les Tableaux d'amour où sont représentés les amours d'Héros et d'Elicope, ses fortunes, adventures, et guerres",0,BNF Arsenal,0,56,mar,,,,,,1,narr,0,,,,,,,,tableaux,10,,,,,,,,
1610s,1618,3,Cervantes,Les Travaux de Persiles,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1618,4,Condential,"La Plume dorée de Chrysantor et de la belle Angeline, où en la suite de leurs amours on se peut instruire à coucher toutes sortes de lettres amoureuses",0,BNF Arsenal,0,39,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,
1610s,1618,5,Coste,"Les Bergeries de Vesper, ou les amours d'Antonin, Florelle, et atures Bergers et Bergères de Placemont et Beau-Séjour",0,BNF Arsenal,0,22,rw,uns,,nobodies,fict,pref,3,,0,,,,,,,,chaps d,7,,,,,,,,
1610s,1618,6,Des Escuteaux,Le Ravissement de Clarinde,histoire très véritable,BNF Arsenal,0,34,rw,con,,nobodies,fact,sub,3,,0,,,,,,,,0,,,,,,,,,
1610s,1618,7,Espinel,Les relations de Marc d'Obregon,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1618,8,Loubayssin de La Marque,Les Abus du monde,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1618,9,Puget de la Serre,"Les Artifices de la Court, ou les amours d'Orphée et d'Amaranthe, depuis trois mois",0,BNF Tolbiac,0,72,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,
1610s,1619,1,Aleman,Le Gueux,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1619,2,Boiardo,Roland l'amoureux,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610s,1619,3,Du Lisdam,"Les Sainctes inconstances de Leopolde et de Lindarache. Où l'on voit une quantité de belles choses, dans la diversité de plusieurs fortunes arrivées dans la Turquie",0,Gallica,0,54,rw,con,,nobodies,fact,"sub, incipit",3,,i1,y,y,,,,,,0,,,,,,,,,
1610s,1619,4,Gomberville,L'Exil de Polexandre et d'Ericlée,0,BNF Arsenal,0,79,rw,his,modern,nobodies,fict,post,3,,i1,y,n,,,,,,chaps,5,,,,,,,,
1610s,1619,5,Loubayssin de La Marque,Les Advantures héroyques et amoureuses du Comte Raymond de Thoulouze et de don Roderic de Vivar,0,BNF Tolbiac,0,58,rw,his,modern,somebodies,,,3,,i4,y,n,,,,,,chaps,12,,,,,,,,
1610s,1619,6,Mandelot,"Le combat de l'amour et de la chasteté. Compris sous les tragiques et morales amours de Diane, et de Venus, de la mort d'Adonis don’t s'ensuit celle d'Endimion, le tout avec un sens mystique",histoire de ce temps.,Greiner,0,23,rw,his,myth,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,
1620s,1621,1,An,Les amours de Neocale et Polemice,0,BNF Arsenal,0,34,rw,his,gallia,nobodies,fict,other (fake kings),3,,i1,y,y,,,,,,0,,,,,,,,,
1620s,1621,2,An,"Le jaloux trompé, contenant le amoureuses adventures de Thésée, et Florice dans lesquelles sont naïvemet représentés les divers effets de la jalousie.",histoire véritable de ce temps,BNF Arsenal,0,35,rw,con,,nobodies,fact,sub,3,,0,,,,,,,,livres,7,,,,,,,,
1620s,1621,3,Garcia,L'Antiquité des larrons,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1621,4,Barclay,Argnis,0,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1621,5,Baudoin,Diversités historiques,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1621,6,Boitel,Le Théâtre du malheur,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1621,7,Camus,"Agathonphile, ou les martrys siciliens Agathon, Philargyrippe, Tryphine et leurs associés. Hitoire dévote où se découvre l'art de bien aimer […]",histoire dévote […],Googlebooks,0,220,rw,his,biblical,somebodies,,,3,,i1,y,n,,,,,,livres,12,,,,,,,,
1620s,1621,8,Camus,"Dorothée, ou récit de la pitoyable issue d’une volonté violentée",0,BNF Arsenal,0,48,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,livres,6,,,,,,,,
1620s,1621,9,Camus,Elise ou l'innocence coupable,événement tragique de notre temps,BNF Arsenal,0,84,rw,con,,nobodies,fact,sub,3,,0,,,,,,,,livres,6,,,,,,,,
1620s,1621,10,Camus,"Parthénice, ou peinture d'une invincible chasteté",histoire napolitaine,Googlebooks,0,186,rw,uns,,nobodies,fact,post,3,,i4,y,n,,,,,,livres,13,,,,,,,,
1620s,1621,10a,Caseneuve,Carithée ou la cyprienne amoureuse,0,Gallica,0,70,rw,his,gallia,nobodies,ind,,3,,i1,y,n,,,,,,parties,3,,,,,,,,
1620s,1621,11,Claudien,Le ravissement de Prosepine,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1621,12,Du Verdier,La Bergere amoureuse ou les véritaables mours d'Achante et de Daphnine,0,BNF Arsenal,0,53,rw,con,,nobodies,fact,title,1,obs,i1,y,y,,,,,,0,,,,,,,,,
1620s,1621,13,Espinay,"L'Amour parfaict, sous les chastes amours de Poldon et de Darinde",histoire de ce temps,BNF Arsenal,0,36,rw,con,,nobodies,fact,title,3,,0,,,,,,,,0,,,,,,,,,
1620s,1621,14,Gomberville,"La Carithée contenant sous des temps, des provinces, et des noms supposés, plusieurs rares et véritables Histoires de notre temps",0,,0,149,rw,his,classical,keyed somebodies,keyed,title,3,,i1,y,n,,,,,,livres,6,,,,,,,,
1620s,1621,15,Piloust,"Romant royal, ou histoires de nostre temps, auxquelles ous noms feints et empruntés sont représentés les divers effets de l'Amour",,BNF Arsenal,0,48,rw,con,,keyed nobodies,keyed,"title, pref",1,obs,i5,n,n,,,,,,0,,,,,,,,,
1620s,1621,16,Sorel,"Histoire amoureuse de Cleagenor et de Doristée. Contentant leurs divers fortunes avec plusieurs autres estranges avantures arrivée en notre temps, disposées en quatre livres",0,Gallica,0,52,rw,uns,,nobodies,fact,title,3,,i1,y,y,,,,,,livres,4,,,,,,,,
1620s,1621,17,Viau,Larissa,0,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1622,1,An,Le Cabinet français,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1622,2,An,Recueil général des caquets de l'accouché,0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1622,3,Camus,"L'Alexis. Où sous la suite de divers pelerinages sont déduites plusieurs histories tant anciennes que nouvelles, remplies d'enseignments de piété.",0,Gallica,0,625,rw,con,,nobodies,fact,"title, pref",3,,i1,y,n,,,,,,livres,36,,,,,,,,
1620s,1622,4,Du Bail,"Le Sentier d'amour, ou Histoire amoureuse et trgique de Pollidame et Deiphile, où il se vit le combat avec Amphidamas; leur fuite; leur péril sur la mer; leurs victoires sur les Corsaires; leur abord dans Séville; leur mariage; l'empoisonnment de Pollidame par Vinentia; et la mort de Deiphile",0,BNF Arsenal,0,30,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,0,,,,,,,,,
1620s,1622,5,Héliodore,Les amours de Théagène et Chariclée,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1622,6,Lourdelot,"La courtisane solitaire, où sont exprimées les diverses passions, événeemnts, et catastrophes de l'Amour, es triomphes du vrai et parfait Amour, les combats, roses et épines de la solitude, et les moyens de ce [sic] prévaloir contre les tenations qui si [sic] rencontrent",0,,0,130,rw,his,biblical,somebodies,,,3,,i1,y,y,,,,,,livres,5,,,,,,,,
1620s,1622,7,Rémond,Desespoirs amoureux,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1622,8,Sorel (?),Le Palais d'Angelie,0,BNF Arsenal,0,128,rw,uns,,nobodies,ind,,3,,i1,y,n,,,,,,journées,4,,,,,,,,
1620s,1622,9,Vega Carpio,Les Délices de la vie pastorale,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,1,An,Recueil général des caquets de l'accouchée […],0,Gallica,0,36,rw,con,,nobodies,fact,"title, pref",1,obs,0,,,,,,,,journées,8,,,,,,,,
1620s,1623,2,Alais,Les Advantures de Poliandre et Theoxene,0,Gallica,0,68,rw,uns,,nobodies,ind,,3,,i1,y,y,,,,,,livres,8,,,,,,,,
1620s,1623,3,Aubrincourt,Histoire générale des larrons,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,4,Barclay,L'Argenis,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,5,Camus,"Eugène, histoire grenadine, offrant un spectacle de pitié et de piété",histoire grénadine,Googlebooks,0,36,rw,his,vague,keyed nobodies,keyed,post,3,,0,,,,,,,,livres,2,,,,,,,,
1620s,1623,6,Camus,"Hermiante ou les deux hermites contraires, le reclus et l'instable, histoires dirées de l'Alexis de M. Levesque de Bellaey. Esquelles il est traité de la Perfection Religieuse",0,Googlebooks,0,116,rw,con,,nobodies,ind,,3,,0,,,,,,,,livres,12,,,,,,,,
1620s,1623,7,Camus,"Spiridion, anacorète de l'Apennin",0,Gallica,0,26,rw,uns,,nobodies,transposed,pref,3,,i4,n,n,,,,,,livres,2,,,,,,,,
1620s,1623,8,Camus,Roselis ou l'histoire de Sainte Susanne,0,Googlebooks,0,100,rw,his,biblical,somebodies,,,3,,0,,,,,,,,livres,6,,,,,,,,
1620s,1623,9,Dourlens,Les Adventures guerrières et amoureuses de Licide,histoire véritable de notre temps,BNF Arsenal,0,61,rw,his,modern,nobodies,transposed,title,3,,i4,y,y,,,,,,livres,9,,,,,,,,
1620s,1623,10,Des Escuteaux,Les Fortunes d'Alminte,0,,0,52,rw,con,,nobodies,fact,"incipit, post",3,,i4,y,n,,,,,,0,,,,,,,,,
1620s,1623,11,Du Bail,"Les Amours d'Amisidore et Chrysolite, histoire véritable, où sous noms empruntés est décrite l'Inconstance des Amoureux de ce temps",histoire véritable,BNF Arsenal,0,47,rw,con,,nobodies,fact,title,3,,0,,,,,,,,0,,,,,,,,,
1620s,1623,12,Duppé,Les Etranges tromperies de quelques charlatans,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,13,Du Rosier,Les Amours de la cour et de la Pastoralle,histoire de ce temps,,0,22,rw,uns,,nobodies,fact,sub,3,,0,,,,,,,,0,,,,,,,,,
1620s,1623,13a,Du Rosier,see above,0,,0,29,rw,uns,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1620s,1623,14,Du Verdier,L'Amour aventureux,0,,0,92,rw,con,,nobodies,ind,,1,obs,i1,y,y,,,,,,0,,,,,,,,,
1620s,1623,15,Du Verdier,Les Sacrifices amoureux,0,,continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,16,Livet,"le Démocare sanglant, enrichi d'un bois mystique. Où sont les tombeaux des plus parfaits Amants de France",0,,0,19,rw,his,gallia,nobodies,fict,other (fake kings),3,,i6,n,n,,,,,,0,,,,,,,,,
1620s,1623,17,Montemayor,La Diane,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,18,Rolet,Tableau historique des ruses et subtilités des femmes,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,19,Romany,"Le Fléau d'amour, decouvrant ses artifices",0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,20,Sorel,"Histoire comique de Francion. En laquelle sont découvertes les plus subtiles finesses et inventions, tant des hommes que des femmes, de toutes sortes de conditions et d'âges. Non moins profitable pour s'en garder, que plaisante à la lecture",0,,0,212,rw,con,,nobodies,fict,pref,3,,i2,y,n,,,,,,livres,12,,,,,,,,
1620s,1623,21,Sorel,Les nouvelles françaises,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,22,Verboquet,Les délices de Verboquet le généreux,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1623,23,Viau,Fragments d'une histoire comique. Première journée,0,,collection (part),,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1624,1,An,Les Amours de Cléante et de Cléonie,0,BNF Arsenal,0,20,rw,uns,,nobodies,ind,,1,lyr,0,,,,,,,,0,,,,,,,,,
1620s,1624,2,Baudoin,L'arcadie…,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1624,3,Camus,Aristandre,histoire germanique,Gallica,0,36,rw,uns,,nobodies,fact,pref,3,,0,,,,,,,,livres,2,,,,,,,,
1620s,1624,4,Camus,Le Saint Désespoir d'Oléastre,0,googlebooks,0,29,rw,con,,nobodies,ind,,3,,i2,n,n,,,,,,livres,2,,,,,,,,
1620s,1624,5,Coeffeteau,Histoire de Poliarque et d'Argenis,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1624,6,Coste,Histoire tragicomique de notre temps sous le nom de Splendor et de Lucinde,0,BNF Arsenal,0,66,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,livres,6,,,,,,,,
1620s,1624,7,Cramail,L'infortune des filles de joie,0,Googlebooks,length,[9],,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1624,8,Du Melezet,"Les Myrthes funestes d'Iphis, où lamour et la haine, lespérence et le désespoir, la Constance et l'Inconstance font paraitre leur Empire",0,BNF Arsenal,0,15,rw,con,,nobodies,fact,pref,1,lyr,0,,,,,,,,0,,,,,,,,,
1620s,1624,9,Du Verdier,La Diane française,0,Gallica,0,107,rw,uns,,nobodies,ind,,3,,i1,y,y,,,,,,livres,4,,,,,,,,
1620s,1624,10,Du Verdier,La Nymphe solitaire,0,Gallica,0,69,rw,con,,nobodies,ind,,1,obs,i1,y,y,,,,,,livres,2,,,,,,,,
1620s,1624,11,Du Verdier,La Parténice de la cour,0,BNF Arsenal,0,105,rw,uns,,nobodies,ind,,3,,i1,y,y,,,,,,livres,5,,,,,,,,
1620s,1624,12,Gaffarel,Cléolthée ou les chastes adventures d'un candien et d'une jeune natolienne,0,BNF Arsenal,0,60,rw,uns,,nobodies,transposed,pref,3,,i1,y,y,,,,,,livres,4,,,,,,,,
1620s,1624,13,Gombauld,L'Endimion,0,Gallica,0,45,rw,his,myth,keyed somebodies,keyed,pref,3,,i2,y,n,,,,,,livres,5,,,,,,,,
1620s,1624,14,La Haye,"Le Passetemps de Thircis et l'occupation de Philiste, histoire véritable représentée dans Paris, depuis trois mois. Contenant la notable infidélité d'un amant, et la simplicté d'une demoiselle innocente",histoire véritable…,BNF Arsenal,0,18,rw,con,,nobodies,fact,"sub, pref",3,,0,,,,,,,,0,,,,,,,,,
1620s,1624,15,Lannel,Le Romant satyrique,0,BNF Arsenal,0,136,rw,con,,keyed nobodies,keyed,pref,3,,i4,y,n,,,,,,livres,5,,,,,,,,
1620s,1624,16,Molière d'Essertines,La polyxène,0,BNF Arsenal,0,156,rw,uns,,nobodies,ind,,3,,i1,y,y,,,,,,livres,8,,,,,,,,
1620s,1624,17,Puget de la serre,Les Amours des dieux,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1624,18,Ravaud,Les Amours d'Endimion et de la Lune,0,BNF Arsenal,0,42,rw,his,myth,somebodies,,,3,,i4,y,n,,,,,,livres,4,,,,,,,,
1620s,1624,19,Ravaud,La Diane,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1624,20,Videl,La Mélante,amoureuses avantures du temps,BNF Arsenal,0,232,rw,uns,,nobodies,transposed,"sub, pref",3,,i1,y,y,,,,,,livres,10,,,,,,,,
1620s,1624,21,vonte,"La Seconde partie des travaux d'Aristée et d'Amarille, dans Lutece. Dans laquelle sont contenus les Amoureux Diesis de la bergère Usmélie, et les feintes musicales du pasteur Philopsique, vraie histoire représenté dasn Lutece, come la première partie dans Salamine",vraie histoire,BNF Arsenal,,15,rw,uns,,nobodies,transposed,title,3,,0,,,,,,,,0,,,,,,,,,
1620s,1625,1,An,L'Arcadie de la comtesse de Pembrok,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,2,An,"L'Arcadie française de la nymphe Amarille, où par plusieurs histoires, et sous noms de berges, sont déduits les Amours de plusieurs seigneurs et dames de la cour",0,BNF Arsenal,0,144,rw,uns,,keyed nobodies,keyed,title,3,,i6,n,n,,,,,,livres,5,,,,,,,,
1620s,1625,3,An,Les Epistres de l'Aurore à Céphale,0,BNF Arsenal,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,4,An,"Histoire du noble et vaillant chevalier Pierre de Provence et de la belle Maguelonne, fille du roy de Naples",0,BNF Arsenal,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,5,Angoumois,Les Triomphes de l'amour de Dieu en la conversion d'Hermogène,0,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,6,Audiguier,"Diverses affections de Minerve, avec une apologie d'elle-même et une palynodie de l'Auteur",0,BNF Arsenal,0,32,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps d,10,,,,,,,,
1620s,1625,7,Bueil,L'histoire de Dom Belianis de Grece,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,8,Camus,Alcime,relation funeste où se découvre la main de Dieu sur les impies,BNF Arsenal,0,49,rw,con,,nobodies,fact,post,3,,0,,,,,,,,,,,,,,,,,
1620s,1625,9,Camus,Daphnide ou l'intégrité victorieuse,histoire aragonnoise,BNF Arsenal,0,38,rw,con,,nobodies,fact,pref,3,,,,,,,,,,,,,,,,,,,
1620s,1625,10,Camus,L'Iphigène,0,BNF Arsenal,0,287,rw,con,,nobodies,fact,pref,3,,i4,y,n,,,,,,,,,,,,,,,
1620s,1625,11,Camus,Palombe ou la femme honorable,histoire catalane,BNF Arsenal,0,117,rw,uns,,nobodies,ind,,3,,i4,y,n,,,,,,,,,,,,,,,
1620s,1625,12,Camus,La Pieuse Julie,histoire parisienne,BNF Arsenal,0,106,rw,con,,nobodies,fact,"pref, post",3,,0,,,,,,,,,,,,,,,,,
1620s,1625,13,Chapelain,L'Arcadie française de la nymphe Amarille,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,14,Clareville,Les Amours infidelles,0,BNF Arsenal,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,15,Colletet,Les adventures d'Ismène et Isménie,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,16,Cotignon,La Phylaxandre,0,BNF Arsenal,0,96,rw,uns,,nobodies,fict,other (fake kings),3,,i4,y,y,,,,,,livres,6,,,,,,,,
1620s,1625,17,Du Verdier,La Floride de Du Verdier,0,BNF Arsenal,0,107,rw,con,,nobodies,ind,,1,narr,i1,y,y,,,,,,livres,3,,,,,,,,
1620s,1625,18,La Pierre,"Le Grand empire de l'un et l'autre monde, divisé en trois royaumes",0,BNF Arsenal,non-plotted,[119],,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,19,Montagathe,Les Deux déesses,0,BNF Arsenal,0,62,rw,uns,,nobodies,ind,,3,,i2,y,n,,,,,,livres,3,,,,,,,,
1620s,1625,20,Morisot,Veritatis lacrymae,0,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,21,Mouchemberg,La Seconde partie de L'Argenis,0,,continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,22a,Puget de la Serre,Les amours du roi et de la reine,0,Gallica,0,51,rw,con,,keyed nobodies,keyed,title,3,,i4,n,y,,,,,,,,,,,,,,,
1620s,1625,22b,Puget de la Serre,Histoire morale,0,Gallica,0,17,rw,con,,keyed nobodies,keyed,title,3,,0,,,,,,,,,,,,,,,,,
1620s,1625,23,Ravaud,Les amours de Clitophon et de Leucippe,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1625,24,Ravaud,La Galatée et les adventures du prince Astiages,"histoire de notre temps où sous noms feints sont représentés les amours du roi et de la reine d'Angleterre, avec tous les voyages qu'il a fait, tant en France qu'en Espagne",BNF Arsenal,0,72,rw,uns,,keyed nobodies,keyed,"title, key",3,,i1,y,n,,,,,,livres,3,,,,,,,,
1620s,1625,25,Sorel [?],"Les avantures satyriques de Florinde, habitant de la basse région de la lune",0,Reprint,0,47,mar,,,,,,1,narr,i2,y,n,,,,,,livres,5,,,,,,,,
1620s,1625,26,Tabarin,Les Adventures et amours du capitaine Rodomont,0,Googlebooks,0,14,rw,his,gallia,nobodies,fict,other (fake kings),3,,0,,,,,,,,livres,8,,,,,,,,
1620s,1625,27,Tournet,Les Satyres d'Euphormion de Lusine,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1627,1,An,Les Avantures extravagantes du Courtizan grotesque,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1627,2,Camus,Damaris ou l'implacable marastre,histoire allemande,BNF Arsenal,0,18,rw,uns,,nobodies,fact,pref,3,,0,,,,,,,,0,,,,,,,,,
1620s,1627,3,Camus,L'Hiacinthe,histoire catalane,BNF Arsenal,0,44,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,,,,,,,,,,
1620s,1627,4,Camus,Regule,histoire belgique,BNF Arsenal,0,45,rw,uns,,nobodies,transposed,pref,3,,0,,,,,,,,livres,6,,,,,,,,
1620s,1627,5,Gerzan,L'Histoire afriquaine de Cléomède et de Sophonisbe,0,Googlebooks,0,278,rw,his,classical,combo,,,3,,i1,y,y,18,603,5,24,2075,,,,,,,,,,
1620s,1627,6,Juvernay,La Zélatychie ou les amours infortunées de Cléandre et Lyranie,histoire nouvelle et véritable de ce temps,BNF Arsenal,0,38,rw,uns,,nobodies,transposed,"title, pref",3,,0,,,,,,,,histoires,3,,,,,,,,
1620s,1627,7,La Martinerie,Histoire tragi-comique de notre temps sous les noms de Calidor et d'Artiste,0,Gallica,0,36,rw,uns,,nobodies,transposed,"title, pref",3,,0,,,,,,,,livres,6,,,,,,,,
1620s,1627,8,Mareschal,La Chrysolite ou le secret des romans,0,Googlebooks,0,116,rw,uns,,keyed nobodies,keyed,key,3,,i2,y,y,1,209,0,0,880,livres,4,,,,,,,,
1620s,1627,9,Mousse,Les Larmes de Floride essuyées par Minerve,0,BNF Arsenal,0,26,rw,uns,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1620s,1627,10,Puget de la Serre,Les Amours des déesses,0,BNF Arsenal,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1627,11,Royer,Animene,0,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1627,12,Sorel,Berger extravagant,0,Gallica,0,277,rw,con,,nobodies,fict,pref,3,,i4,y,n,,,,,,,,,,,,,,,
1620s,1628,1,An,Climandor ou l'histoire des princes,0,BNF Arsenal,0,114,rw,uns,,nobodies,ind,,3,,i1,y,n,3,214,1,38,894,parties,1,,,,,,,,
1620s,1628,2,An,Les Fortunées amours de Poliastre et de Doriane,0,BNF Arsenal,length,[5],,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1628,3,Camus,Casilde ou le bonheur de l'honnesteté,0,Googlebooks,0,21,rw,con,,nobodies,ind,,3,,0,,,,,,,,livres,2,,,,,,,,
1620s,1628,4,Camus,Les événements singuliers,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1628,5a,Camus,Hellenin et son heureux malheur,0,BNF Arsenal,0,15,rw,con,,nobodies,ind,,3,,0,,,,,,,,livres,2,,,,,,,,
1620s,1628,5b,Camus,Calitrope,0,,0,37,rw,con,,nobodies,ind,,3,,i4,y,n,,,,,,livres,3,,,,,,,,
1620s,1628,6,Camus,L'Hermite pélerin,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1628,7a,Camus,Honorat,deux événements curieux,BNF Arsenal,0,11,rw,uns,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1620s,1628,7b,Camus,Aurélio,0,,0,12,rw,uns,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1620s,1628,8,Camus,Les occurences remarquables,0,Googlebooks,collection,,,,,,,,,,,,,,,,,,occurences,30,,,,,,,,
1620s,1628,9,Des Escuteaux,Les jalous desdains de Chrysis,histoire très véritable,BNF Arsenal,0,39,rw,uns,,nobodies,fact,"sub, pref",3,,i1,y,n,3,54,1,35,253,0,,,,,,,,,
1620s,1628,10,Du Bail,La princesse amoureuse sous le nom de Palmélie,0,BNF Arsenal,0,96,rw,his,classical,nobodies,transposed,title,3,,i1,y,y,5,73,5,178,774,livres,6,,,,,,,,
1620s,1628,11,Du Melezet,Les Myrthes renaissans d'Iphis et le repentir de Livie,0,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1628,12,Du Verdier,Les Amours et les armes des princes de Grèce,0,BNF Arsenal,continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s,1628,13,Du Verdier,Les Esclaves ou l'histoire de Perse,0,BNF Arsenal,0,86,rw,uns,,nobodies,ind,,3,,i1,y,n,6,332,0,0,634,livres,3,,,,,,,,
1620s,1628,14,Lancelot,Les nouvelles de Lancelot…,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
