decade,year,number,author,title,generic subtitle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,
1810s,1818,18b,Anon [Périn],"Contes gothiques 1: Eric, ou l’Enfant du désert",contes gothiques,Gallica,0,28,rw,con,,nobodies,fict,sub,3,,0,,,,,,,,0,,N,N,N,N,scene,,5,
1810s,1818,19,Anon ,"Le Trône enchanté, conte indien traduit du persan ",0,Googlebooks,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,20,Anon? ,"Les Sept journées, contes, suivies du Faux Azraël, contes traduits de l’arabe et du persan, pour faire suite aux Mille et une Nuits",0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,21,Anon,"Lodoïska ou les Tartares, histoire polonaise ",0,BNF Tolbiac,0,20,rw,con,,nobodies,ind,,1,narr,0,,,,,,,,0,,,,,,,,,
1810s,1818,22,Anon,Camille ou le souterrain ,,Gallica,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,23,Anon? ,Le Spectre de feu,"roman historique, traduit de l’anglais ",BNF Tolbiac,0,13,rw,con,,nobodies,fact iron,pref,3,,0,,,,,,,,0,,N,N,N,N,scene,,5,
1810s,1818,24,Anon ,"Pérrin et Colette, ou la Fatalité, suivi des Deux Pantoufles de Casem, conte oriental, et de l’Union de l’amour et de la philosophie  ",0,BNF Tolbiac,length,[7],,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,25,Anon ,Célestine ,0,BNF Tolbiac,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,26,Anon ,"Contes des fées, nouveau recueil",0,,collection ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,27,Anon,"Le Comte de Comminge, ou les Amans malheureux",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,28,mad. ***,Marie de Courtenay,0,BNF Tolbiac,0,22,rw,con,,nobodies,fict,"mis, post",1,narr,0,,,,,,,,0,,,,,,,,,
1810s,1818,29,madame de ***,Charles de Montfort,0,Gallica,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,30,A. L. ,"Pulkriska et Léontino, ou le Crime et la Vertu",0,BNF Tolbiac,0,22,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,chaps o,10,N,N,N,N,scene speech,dialogue,5,
1810s,1818,31,Abou-Mohammed Elcassem Elhariri de Basra (Muhammed al-Qasim ibn Ali ibn Muhammad ibn Uthman al-Hariri) publié par Caussin de Perceval,Les cinquante séances du Hariri,0,,translation, ,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,32,[Macheco],Mémoires de la comtesse d’Albestrophe,0,Gallica,0,25,rw,con,,somebodies,,,3,,i2,y,,,,,,,0,,N,N,N,N,action,,5,
1810s,1818,33,Gay Allart,Albertine de Saint-Albe,0,Gallica,0,62,rw,con,,nobodies,fict,"pref, mis",1,mem,0,,,,,,,,chaps,26,,,,,,,,
1810s,1818,34,Anon [Doris],"L’Usurpateur, ou Testament historique et politique d’Alompra, empereur des Bismans dans l’Inde",0,Googlebooks,0,190,rw,con,,keyed nobodies,keyed,context,1,mem,0,,,,,,,,chaps d,66,,,,,,,,
1810s,1818,35,Ballanche,Antigone,0,Googlebooks,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,36,Barthelemy-Hadot,"Fernand d’Alcantara, ou la Vallée de Roncevaux",0,NCCO,0,156,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps,28,N,N,N,N,scene speech,dialogue,5,
1810s,1818,37,Barthelemy-Hadot,"Ernest de Vendôme, ou le Prisonnier de Vincennes",0,NCCO,0,137,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps,25,N,N,N,N,scene,,5,
1810s,1818,38,mad. Barthelemy Hadot,"Stanislas Zamoski, ou les Illustres Polonais",roman historique,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,39,Barthelemy-Hadot,"Atelwold et Clara, ou la Montagne de fer ",0,NCCO,0,140,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps,27,N,Y,N,Y,action,,"2,4,5",
1810s,1818,40,Bernardin de Saint-Pierre,Paulo e Virginia ,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,41,Brès,"Montluc, ou le Tombeau mystérieux",0,NCCO,0,157,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps t,36,Y,Y,Y,N,action,,"1,2,3,5",
1810s,1818,42,madame C********D.,"Alphonse d’Arvalos et Isabelle d’Olvedo, ou les Effets d’une guerre civile","histoire du XIVe siècle, traduite de l’espagnol",BNF Tolbiac,0,55,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps,24,Y,N,Y,N,scene,,"1,3,5",
1810s,1818,43,mad. C. D.,Edward Mowbrai,0,BNF Tolbiac,0,37,rw,con,,nobodies,ind,,3,,0,,,,,,,,parties,2,N,N,N,N,action,,5,
1810s,1818,44,M. Campe,"Le Nouveau Robinson, pour servir à l’amusement et à l’instruction des enfans de l’un et de l’autre sexe",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,45,M. Ch***,Le Siège de Barcelone ou les Victimes de l’inquisition,roman historique ,BNF Tolbiac,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,46,Fr. Aug. de Châteaubriand,Renato,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,47,mad. de Choiseul,Les Nouvelles contemporaines,0,,collection ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,48,mad. de Choiseul,Le Retour des fées,contes,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,49,Choiseul,Les Amants de Charenton,0,Googlebooks,0,76,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,46,N,N,Y,N,action,,"3,5",
1810s,1818,50,Mad. Cottin,Oeuvres ,0,,collection ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,51,A. J. Crandolph ,"La Main mystérieuse, ou les Horreurs souterraines ",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,52,Par P. E. A. S. Darigrand,"La mortification chimérique, ou la Folie d’une jolie petite femme ",0,BNF Tolbiac,0,19,rw,con,,nobodies,fact iron,post,3,,0,,,,,,,,chaps,5,N,N,Y,N,action,,"3,5",
1810s,1818,53,C. O. D. Delisle ,"Nella Gutberg, Histoire de la  pauvre fille et de son sédeucteur; naissance et éducation mystérieuses du jeune Bloumi, leur fils",0,BNF Tolbiac,0,35,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps t,38,N,N,Y,N,action,,"3,5",
1810s,1818,54,mad. Dufrenoy,Les Françaises: nouvelles,0,,collection ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,55,Ducray-Duminil,Alexis ou la maisonnette dans les bois:manuscrit trouvé sur les bords de l’Isère et publié par Ducray-Duminil,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,56,Ducray-Duminil,"Coelina, ou l’Enfant du mystère ",0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,57,J. L. A. Dumas,"Gumal et Lina, ou les Enfans africains, histoire religieuse à l’usage de la jeunesse imitée de G. F. Lossius ",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,58,Duperche (trans),Edouard de Winter,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,59,R.J. Durdent,"Le Renégat de Palerme, anecdote sicilienne; suivie de Tché-ly, Sigismond et Bérenger, Elise et Adolphine, anecdotes chinoise, languedocienne et parisienne  ",0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,60,R.J. Durdent,"Quatre Nouvelles: Lisimore, ou le Ministre Ecossais; Thérésa, ou la Péruvienne; Lycoris, ou les Enchantemens de Thessalie; Eudoxie et Stéphanos, ou les Grecs modernes",0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,61,R.J. Durdent,"Mémoires de St.-Félix, ou Aventures d’un jeune homme pendant la révolution ",0,Googlebooks,0,82,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,chaps t,37,,,,,,,,
1810s,1818,62,M. T. A. F***,"Hilaire et Calistène, ou l’Amant perfide ",0,BNF Tolbiac,0,58,rw,con,,nobodies,fict,mis,1,narr,i6,y,,,,,,,chaps,15,,,,,,,,
1810s,1818,63,Faverolles [Méré],La Fille sans souçi,0,Gallica,0,74,rw,con,,nobodies,fict,mis,1,mem,0,,,,,,,,chaps,33,,,,,,,,
1810s,1818,64,Fénélon,Aventures de Télémaque,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,65,Flamanville ,Le Château de Juvizy,0,NCCO,0,78,rw,con,,nobodies,ind,,3,,i5,y,,,,,,,chaps,24,N,N,Y,Y,action,,"4,3,5",
1810s,1818,66,J. P. Florian,"Galatée, pastorale imitée de Cervantes",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,67,Florian,"Estelle, roman pastoral; suivi d’un Essai sur la pastorale",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,68,Florian,"Claudine, nouvelle savoyarde; suivie de Sélico, nouvelle américaine, et de Bathmendi, nouvelle persanne ",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,69,M. A. A. G***,"Eugénie, ou les Torts pardonnés",0,BNF Tolbiac,0,62,rw,con,,nobodies,fict,mis,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1810s,1818,70,Gacon-Dufour,L’Héroïne Moldave,0,NCCO,0,73,rw,con,,nobodies,fict,mis,E,Emem,n/a,,,,,,,,n/a,,,,,,,,,
1810s,1818,71,,Les Mille et une nuits traduit par Galland,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,72,J. A. Gardy ,Elisca ou les malheurs de la vertu ,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,73,mad. de Genlis,"Jeanne de France, nouvelle historique",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,74,mad. de Genlis,"Mademoiselle de Clermont, nouvelle historique ",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,75,mad. de Genlis,La Duchesse de Lavallière,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,76,M. A. L. J. Gerdret ,"Léopold, ou le Pavillon mystérieux",0,Gallica,0,164,rw,con,,nobodies,fict,pref,3,,ix,y,,,,,,,chaps,47,N,N,N,N,scene,,5,
1810s,1818,77,William Godwin,"Mandeville, histoire anglaise du dix-septième siècle",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,78a,Gottis ,"La Jeune fille, ou Malheur et vertu, suivie du Sultan et l’Arabe, nouvelle  ",0,Gallica,0,34,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,0,,N,N,N,N,scene speech,dialogue,5,
1810s,1818,78b,Gottis,Le Sultan et l'arabe,nouvelle,NCCO,0,17,rw,uns,,nobodies,fict,sub,1,narr,0,,,,,,,,0,,,,,,,,,
1810s,1818,79,madam de Grafigny,Letters of a Peruvian princess,0,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,80,Antoine Hamilton,Mémoires du comte de Grammont,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,81,mad la comtesse du Hardouet,"Barbarinski, ou les Brigands du château de Wissegrade imité de l’anglais d’Anne Radcliffe",0,Gallica,0,41,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1810s,1818,82,Elisabeth Helme,"Le fermier de la forêt d’Inglewood, ou les Effets de l’ambition",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,83,mad. Hofland,Hélène,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,84,J. J. Jaegle ,"Mirza, eine Morgenlandische geschichte aus dem englischen",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,85,S. Johnson ,"Rasselas, prince d’Abyssinie, conte, avec la vie de l’Auteur ",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,86,M. de Karamzin ,"Marpha ou Novgorod conquise, nouvelle ",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,87,Krasicki,Aventures de Nicolas Doswiaczynski,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,88,L. C. L. D. T. ,"Berthe, ou Chronique du rocher de Liebenstein",0,BNF Tolbiac,0,22,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1810s,1818,89,Mad. de Lafayette,Princesse de Clèves,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,90,Auguste Lafontaine,Agnès et Bertha (pp 546-47 are missing from the pdf Biblio),0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,91,Auguste Lafontaine,"La Comtesse de Kiburg, ou les Liaisons politiques, Roman nouveau d’Auguste Lafontaine",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,92,Louis Langlois (Louis Legay),Le Connétable de Bourbon et la duchesse d’Angoulême,0,BNF Tolbiac,0,60,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",
1810s,1818,93,Lantier,Voyages d’Antenor en Grece et en Asie,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,94,Henri de L......,"La Fille du baigneur d’Augsbourg, ou l’Honneur, l’Amour et la Fédolatié imité de l’allemand",0,BNF Tolbiac,0,42,rw,his,modern,nobodies,fact,pref,3,,0,,,,,,,,chaps seg t,31,N,N,N,N,action,,5,
1810s,1818,95,Henri de L.....,"Le Templier, le Juif et l’Arabe imité de l’allemand",0,BNF Tolbiac,0,80,rw,his,modern,nobodies,fact,pref,3,,ix,y,,,,,,,chaps seg o,25,N,N,N,N,scene,,5,
1810s,1818,96,miss Alitia Lefanu,Strathallan ,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,97,Le Gai,"L’Envieux et sa victime, ou Charles et son frère Henri",0,Gallica,0,61,rw,con,,nobodies,fict,mis,1,narr,0,,,,,,,,chaps d,35,,,,,,,,
1810s,1818,98,F. P. A. Léger ,"John Bull, ou Voyage à l’île des chimères",0,BNF Tolbiac,0,135,mar,,,,paro,,1,travel,0,,,,,,,,chaps,73,,,,,,,,
1810s,1818,99,Lesage,Histoire de Gilblas de Santillane,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,100,"Lewis, Matthew (Étienne-Léon de Lamothe Langon)","Les Mystères de la tour de St.-Jean, ou les Chevaliers du Temple ",0,BNF Tolbiac,0,133,rw,his,modern,nobodies,fict,pref,3,,i4,y,,,,,,,chaps,50,N,N,N,N,scene,,5,
1810s,1818,101,M. A. A. G. D. S. L. ,Georges ou les abus de la conscription ,0,BNF Tolbiac,0,67,rw,con,,nobodies,fict,pref,3,,i4,y,,,,,,,chaps o,32,N,N,Y,Y,action,,"4,3,5",
1810s,1818,102,M. C. L. B. ,"Eugénie, ou l’Héroïsme de la reconnaissance",0,Gallica,0,51,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,25,N,N,Y,Y,action,,"4,3,5",
1810s,1818,103,M. J. M. D. ,"Le Prieuré de Ruthinglenne, imité de l’anglais",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,104,mad. de M. (trans),Rosaure,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,105,mad. de M***,"L’Abbaye de Sainte Aure, ou Encore une Victime de l’Amour ",0,BNF Tolbiac,0,48,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps,11,N,N,N,N,action,,5,
1810s,1818,106,mademoiselle M. de M . . . . . ,"La Lettre brûlée, ou le Château de Melworth, traduit de l’anglais",0,BNF Tolbiac,0,112,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,42,,,,,,,,
1810s,1818,107,Henri Mackensie,Le Bon jeune homme,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,108,Mallès de Beaulieu,Le Robinson de douze ans ,histoire intéressante d’un jeune mousse abandonné dans une île déserte,Gallica,0,51,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,chaps d,15,,,,,,,,
1810s,1818,109,M. Mardelle,"Les Princes Norwégiens, ou le Fratricide supposé",0,NCCO,0,150,rw,his,classical,somebodies,,,3,,0,,,,,,,,chaps,40,N,N,Y,N,action,,"3,5",
1810s,1818,110,Marlarme ,Les Pensionnaires de Tottenham-High-Cross,0,Gallica,0,111,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,chaps,23,N,N,N,N,scene speech,letter,5,
1810s,1818,111,Bournon-Marlarme ,Olympia et Ethelwolf,0,NCCO,0,142,rw,con,,nobodies,fict,post,3,,0,,,,,,,,chaps,42,N,N,N,N,scene speech,dialogue,5,
1810s,1818,112,Marmontel,Bélisaire,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,113,Marmontel,Bélisaire traduit en latin,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,114,le docteur Mathurin ,Eva ou amour et religion,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,115,Maurer,"Précourt, ou le Fils perdu et retrouvé",0,Gallica,0,103,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps,49,N,N,Y,N,action,,"3,5",
1810s,1818,116,Maurer,"Charles, ou les Inconvéniens du célibat",0,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,117,Melville ,Histoire de Falitz ,0,Gallica,0,20,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps,11,Y,N,N,Y,action,,"1,4,5",
1810s,1818,118,mad. de Méré,Les Augustes victimes du Temple,0,Gallica,0,107,rw,con,,somebodies,,,3,,0,,,,,,,,chaps,42,Y,N,Y,N,scene,,"1,3,5",
1810s,1818,119,Montesquieu,"Oeuvres de Montesquieu, Arsace et Ismenie etc.",0,,collection ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,120a,mad. de Montolieu,"“Le Jeune Quaker” from Exaltation et piété, quatre nouvelles  ",0,Gallica,collection (part),,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,120b,mad. de Montolieu,"“Elise, ou les Souvenirs d’une jeune Morave” from Exaltation et piété, quatre nouvelles ",0,Gallica,collection (part),,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,121,miss O’Keefe ,"Les Patriarches, ou la Terre de Chanaan, histoire en tableaux, tirée des saintes écritures",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,122,mistriss Opie ,Noveaux contes moraux,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,123,M. P***** L*****,La Quittance de Zaïre,conte historique,BNF Tolbiac,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,124,Charles Perrault ,Contes des fées,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,125,Prévost,Histoire de Manon Lescaut,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,126,Pigault Lebrun,Jérome ,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,127,Pigault Lebrun,"Monsieur de Kinglin, ou la Prescience ",0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,128,Pigault Lebrun,Monsieur Botte ,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,129,Pigault Lebrun,"La Famille Luceval, ou Mémoires d’une jeune femme qui n’était pas jolie",0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,130,Pigault Lebrun,"L’Officieux, ou les Présens de noces ",0,Googlebooks,0,78,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,chaps t,18,N,N,Y,N,scene,,"3,5",
1810s,1818,131,Pigault Lebrun,Le Garçon sans souci,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,132,Pissot ,"Le Frère criminel, ou les Effets de la préférence paternelle",histoire véritable ,Gallica,0,18,rw,con,,nobodies,fact,sub,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1810s,1818,133,miss Porter,Le Chevalier de St.-Jean,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,134,miss Porter,Les Frères hongrois,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,136,madame L. R*** de Baere,"Les Proscrits, ou la Famille protestante  ",0,Googlebooks,0,108,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps,52,N,N,Y,N,action,,"3,5",
1810s,1818,137,C.J. Rougemaître,La Famille de Clarenville ,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,138,Rougemaître,Le Fils du bourreau,0,Gallica,0,85,rw,con,,nobodies,fict,post,3,,0,,,,,,,,chaps t,38,N,N,N,N,scene,,5,
1810s,1818,139,C.J. Rougemaître,"Hervey, roman d’Auguste Lafontaine",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,140,J. S. C. de Saint-Albin?,"Les Trois animaux philosophes, ou les Voyages de l’ours de Saint-Corbinian; suivis des aventures du chat de Gabrielle et de l’histoire philosophique du pou voyageur, précédés d’une apologie des animaux, ouvrage assuré contre la griffe des épiciers, translaté des manuscrits originaux par le R. P. Jean-Gilles-Loup-Boniface Croquelardon",0,BNF Tolbiac,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,141,Saint-Alphonse ,"L’Enfant de la révolution, ou Quelques scènes d’un grand drame ",0,NCCO,0,132,rw,con,,nobodies,fict,mis,1,mem,0,,,,,,,,chaps,40,,,,,,,,
1810s,1818,142,Walter Scott,"La Prison d’Edimbourg, nouveaux contes de mon hôte, receuillis et mis au jour par Jedediah Cleisbotham, maître d’école et sacristain de la paroisse de Gandercleugh",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,143,Walter Scott,"Waverley, ou l’Ecosse il y a soixante ans, roman historique, contenant les principaux événemens de l’expédition du prince Edouard en 1745",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,144,A. J. B. D. ,"Rob-roy, précédé d’une Notice historique sur Rob-Roy MacGregor Campbell et sa famille ",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,145,without author name,"Robert le rouge MacGregor, ou les Montagnards écossais",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,146,Charlotte Smith,"L’Abbaye de Palsgrave, ou le Revenant",0,BNF Tolbiac,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,147,Francesco Soave ,"Novelle morali di francesco soave, ad uso della gioventu ",0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,148,mad. de Staël Holstein,"Corinne, ou l’Italie",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,149,mad. de Staël-Holstein,Delphine,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,150,madame Tercy ,Isaure et Montigny,0,Gallica,0,58,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,51,N,N,Y,N,action,,"3,5",
1810s,1818,151,Voisenon,Romans et Contes,0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,152,M. W...K,"Reinhold, ou les Pupilles mystérieux, traduit d’Auguste Lafontaine",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,153,Wieland ,"Cratès et Hipparque, suivi des Pythagoriciennes  ",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,154,John Williams,"Entertaining stories, etc.--Historiettes amusantes en anglais et en français, divisées par leçons ",0,,collection ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,155,mad. Anna Winter,Ronseval ou l’oncle supposé,0,BNF Tolbiac,0,43,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,chaps,12,N,N,Y,Y,action,,"4,3,5",
1820s,1828,1,Anon,"Histoire d’une Pieuse Héritière, ou l’Heureux résultat de la confiance en Dieu",0,Googlebooks,0,46,rw,his,modern,nobodies,ind,,3,,i6,n,,,,,,,chaps seg d,13,N,N,Y,N,action,,"3,5",
1820s,1828,2,Anon,Isabelle,0,BNF Tolbiac,0,19,rw,con,,nobodies,fict,pref,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1820s,1828,3,Anon,La Jeune Grecque Reconnaissante,histoire contemporaine,Gallica,0,23,rw,con,,nobodies,fact,"title, sub",1,narr,0,,,,,,,,chaps d,9,,,,,,,,
1820s,1828,4,Anon,Souvenirs des Pyrénées: Louise,0,NCCO,0,20,rw,con,,nobodies,fact equ,pref,3,,0,,,,,,,,0,,N,N,Y,Y,scene,,"3,4,5",
1820s,1828,5,Anon,Sully,histoire française,NCCO,0,134,rw,his,modern,somebodies,,,3,,0,,,,,,,,chaps d,47,N,N,N,Y,scene,,"4,5",
1820s,1828,6,Anon,"La Caverne, ou l’Enlèvement du jeune comte Henri d’Eichenfels et sa rentrée dans le monde",0,Gallica,0,20,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps t,15,N,N,Y,Y,scene,,"3,5",
1820s,1828,7,Anon,"La Protestante, ou les Cevennes au commencement du dix-huitième siècle, précédée d’une introduction historique sur la guerre des camisards",0,Gallica,0,62,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,chaps q,40,N,N,N,N,scene,,5,
1820s,1828,8,Anon (Par M. Cléonis C***),L’Aveu,0,BNF Tolbiac,0,31,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1820s,1828,9,Anon,Rachel,0,Googlebooks,0,24,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1820s,1828,10,Anon,"Adrien, ou Une prévention suivie de plusieurs autres contre un homme de bien du XIXe siècle ",,BNF Tolbiac,0,47,rw,con,,nobodies,fact,pref,3,,i3,y,,,,,,,soirées,,,,,,,,,
1820s,1828,11,Anon,"Pierre, ou le Fils de l’aveugle",0,BNF Tolbiac,0,16,rw,con,,nobodies,fact,pref,3,,i3,y,,,,,,,,,,,,,,,,
1820s,1828,12,Anon,"Le Guerrillero, ou Un épisode de la guerre d’Espagne en 1809",0,NCCO,0,121,rw,his,modern,nobodies,fict,other (list of other works),3,,0,,,,,,,,chaps,32,N,N,N,N,scene,,5,
1820s,1828,13,Anon,"La Femme du Major, ou les Mariages militaires",0,NCCO,0,116,rw,con,,nobodies,fact,incipit,3,,0,,,,,,,,chaps,24,N,N,N,N,scene speech,dialogue,5,
